time	V(outa)	V(outb)
1.393907609299206e-05	8.241651e-04	8.241651e-04
1.397656783801008e-05	8.241651e-04	8.241651e-04
1.417513645574757e-05	8.241651e-04	8.241651e-04
1.437513645574757e-05	8.241651e-04	8.241651e-04
1.457513645574757e-05	8.241651e-04	8.241651e-04
1.477513645574757e-05	8.241651e-04	8.241651e-04
1.497513645574757e-05	8.241651e-04	8.241651e-04
1.517513645574757e-05	8.241651e-04	8.241651e-04
1.537513645574757e-05	8.241651e-04	8.241651e-04
1.557513645574757e-05	8.241651e-04	8.241651e-04
1.577513645574757e-05	8.241651e-04	8.241651e-04
1.597513645574757e-05	8.241651e-04	8.241651e-04
1.617513645574757e-05	8.241651e-04	8.241651e-04
1.637513645574756e-05	8.241651e-04	8.241651e-04
1.657513645574756e-05	8.241651e-04	8.241651e-04
1.677513645574756e-05	8.241651e-04	8.241651e-04
1.697513645574756e-05	8.241651e-04	8.241651e-04
1.717513645574756e-05	8.241651e-04	8.241651e-04
1.727513645574756e-05	8.241651e-04	8.241651e-04
1.737513645574756e-05	8.241651e-04	8.241651e-04
1.738763645574756e-05	8.241651e-04	8.241651e-04
1.741263645574756e-05	8.241651e-04	8.241651e-04
1.741888645574756e-05	8.241651e-04	8.241651e-04
1.743138645574756e-05	8.241651e-04	8.241651e-04
1.743440940440366e-05	8.241651e-04	8.241651e-04
1.743726270439497e-05	8.241651e-04	8.241651e-04
1.744140393356367e-05	8.241651e-04	8.241651e-04
1.744678989607995e-05	8.241724e-04	8.241651e-04
1.745756182111252e-05	8.243149e-04	8.241651e-04
1.747910567117765e-05	8.254061e-04	8.241651e-04
1.752219337130792e-05	1.176893e-03	8.241651e-04
1.760836877156847e-05	4.441837e-01	8.241651e-04
1.770836877156847e-05	2.287729e+01	8.241651e-04
1.779066539869485e-05	2.289939e+01	8.241651e-04
1.897028823560298e-05	2.289950e+01	8.241651e-04
2.014991107251110e-05	2.289959e+01	8.241651e-04
2.132953390941923e-05	2.289966e+01	8.241651e-04
2.250915674632735e-05	2.289970e+01	8.241651e-04
2.368877958323548e-05	2.289971e+01	8.241651e-04
2.486840242014360e-05	2.289969e+01	8.241651e-04
2.604802525705172e-05	2.289965e+01	8.241651e-04
2.607302525705173e-05	2.289965e+01	8.241651e-04
2.607927525705173e-05	2.289965e+01	8.241651e-04
2.607934526095798e-05	2.289965e+01	8.241651e-04
2.607948526877047e-05	2.289965e+01	8.241651e-04
2.607976528439547e-05	2.289965e+01	8.241651e-04
2.608032531564547e-05	2.289965e+01	8.241651e-04
2.608049551754346e-05	2.289965e+01	8.241651e-04
2.608057102383432e-05	2.289965e+01	8.241651e-04
2.608064325765384e-05	2.289965e+01	8.241651e-04
2.608071269010571e-05	2.289965e+01	8.241651e-04
2.608083671993848e-05	2.289965e+01	8.241651e-04
2.608104286462151e-05	2.289965e+01	8.241651e-04
2.608145515398757e-05	2.289965e+01	8.241651e-04
2.608227973271968e-05	2.289965e+01	8.241651e-04
2.608392889018392e-05	2.289965e+01	8.241651e-04
2.608722720511239e-05	2.289965e+01	8.241651e-04
2.609382383496932e-05	2.289965e+01	8.241651e-04
2.609808396688528e-05	2.289964e+01	8.241651e-04
2.610075300327496e-05	2.289964e+01	8.241651e-04
2.610221465449494e-05	2.289963e+01	8.241651e-04
2.610312439877302e-05	2.289963e+01	8.241651e-04
2.610364324136843e-05	2.289963e+01	8.241651e-04
2.610409761625188e-05	2.289963e+01	8.241651e-04
2.610455727208538e-05	2.289963e+01	8.241651e-04
2.610508579351354e-05	2.289962e+01	8.241651e-04
2.610582372468616e-05	2.289962e+01	8.241651e-04
2.610695025790871e-05	2.289962e+01	8.241651e-04
2.610885337400558e-05	2.289961e+01	8.241651e-04
2.611240215876938e-05	2.289959e+01	8.241651e-04
2.611949972829700e-05	2.289954e+01	8.241651e-04
2.613369486735222e-05	2.289935e+01	8.241651e-04
2.616208514546267e-05	2.289774e+01	8.241651e-04
2.621886570168357e-05	2.258840e+01	8.241651e-04
2.631886570168357e-05	2.015599e-02	8.241651e-04
2.641886570168357e-05	8.297288e-04	8.241651e-04
2.652032162194294e-05	8.241651e-04	8.241651e-04
2.652870303226412e-05	8.241651e-04	8.241651e-04
2.656619477728215e-05	8.241651e-04	8.241651e-04
2.676476339501963e-05	8.241651e-04	8.241651e-04
2.696476339501962e-05	8.241651e-04	8.241651e-04
2.716476339501962e-05	8.241651e-04	8.241651e-04
2.736476339501962e-05	8.241651e-04	8.241651e-04
2.756476339501962e-05	8.241651e-04	8.241651e-04
2.776476339501962e-05	8.241651e-04	8.241651e-04
2.796476339501961e-05	8.241651e-04	8.241651e-04
2.816476339501961e-05	8.241651e-04	8.241651e-04
2.836476339501961e-05	8.241651e-04	8.241651e-04
2.856476339501961e-05	8.241651e-04	8.241651e-04
2.876476339501961e-05	8.241651e-04	8.241651e-04
2.896476339501960e-05	8.241651e-04	8.241651e-04
2.916476339501960e-05	8.241651e-04	8.241651e-04
2.936476339501960e-05	8.241651e-04	8.241651e-04
2.956476339501960e-05	8.241651e-04	8.241651e-04
2.976476339501960e-05	8.241651e-04	8.241651e-04
2.986476339501960e-05	8.241651e-04	8.241651e-04
2.996476339501960e-05	8.241651e-04	8.241651e-04
2.997726339501960e-05	8.241651e-04	8.241651e-04
3.000226339501960e-05	8.241651e-04	8.241651e-04
3.000851339501960e-05	8.241651e-04	8.241651e-04
3.002101339501960e-05	8.241651e-04	8.241651e-04
3.002403634367570e-05	8.241651e-04	8.241651e-04
3.002688964366701e-05	8.241651e-04	8.241651e-04
3.003103087283571e-05	8.241651e-04	8.241651e-04
3.003641683535199e-05	8.241651e-04	8.241724e-04
3.004718876038456e-05	8.241651e-04	8.243149e-04
3.006873261044969e-05	8.241651e-04	8.254061e-04
3.011182031057996e-05	8.241651e-04	1.176893e-03
3.019799571084051e-05	8.241651e-04	4.441837e-01
3.029799571084051e-05	8.241651e-04	2.287729e+01
3.038029233796689e-05	8.241651e-04	2.289939e+01
3.155991517487505e-05	8.241651e-04	2.289950e+01
3.273953801178322e-05	8.241651e-04	2.289959e+01
3.391916084869138e-05	8.241651e-04	2.289966e+01
3.509878368559955e-05	8.241651e-04	2.289970e+01
3.627840652250771e-05	8.241651e-04	2.289971e+01
3.745802935941588e-05	8.241651e-04	2.289969e+01
3.863765219632404e-05	8.241651e-04	2.289965e+01
3.866265219632404e-05	8.241651e-04	2.289965e+01
3.866890219632403e-05	8.241651e-04	2.289965e+01
3.866897220023028e-05	8.241651e-04	2.289965e+01
3.866911220804278e-05	8.241651e-04	2.289965e+01
3.866939222366778e-05	8.241651e-04	2.289965e+01
3.866995225491778e-05	8.241651e-04	2.289965e+01
3.867012245681577e-05	8.241651e-04	2.289965e+01
3.867019796310663e-05	8.241651e-04	2.289965e+01
3.867027019692615e-05	8.241651e-04	2.289965e+01
3.867033962937802e-05	8.241651e-04	2.289965e+01
3.867046365921078e-05	8.241651e-04	2.289965e+01
3.867066980389381e-05	8.241651e-04	2.289965e+01
3.867108209325987e-05	8.241651e-04	2.289965e+01
3.867190667199199e-05	8.241651e-04	2.289965e+01
3.867355582945623e-05	8.241651e-04	2.289965e+01
3.867685414438470e-05	8.241651e-04	2.289965e+01
3.868345077424163e-05	8.241651e-04	2.289965e+01
3.868771090615759e-05	8.241651e-04	2.289964e+01
3.869037994254727e-05	8.241651e-04	2.289964e+01
3.869184159376726e-05	8.241651e-04	2.289963e+01
3.869275133804534e-05	8.241651e-04	2.289963e+01
3.869327018064074e-05	8.241651e-04	2.289963e+01
3.869372455552419e-05	8.241651e-04	2.289963e+01
3.869418421135769e-05	8.241651e-04	2.289963e+01
3.869471273278586e-05	8.241651e-04	2.289962e+01
3.869545066395848e-05	8.241651e-04	2.289962e+01
3.869657719718103e-05	8.241651e-04	2.289962e+01
3.869848031327789e-05	8.241651e-04	2.289961e+01
3.870202909804170e-05	8.241651e-04	2.289959e+01
3.870912666756931e-05	8.241651e-04	2.289954e+01
3.872332180662454e-05	8.241651e-04	2.289935e+01
3.875171208473499e-05	8.241651e-04	2.289774e+01
3.880849264095589e-05	8.241651e-04	2.258840e+01
3.890849264095589e-05	8.241651e-04	2.015599e-02
3.900849264095589e-05	8.241651e-04	8.297288e-04
3.910994856121526e-05	8.241651e-04	8.241651e-04
3.911832997153644e-05	8.241651e-04	8.241651e-04
3.915582171655446e-05	8.241651e-04	8.241651e-04
3.935439033429194e-05	8.241651e-04	8.241651e-04
3.955439033429195e-05	8.241651e-04	8.241651e-04
3.975439033429195e-05	8.241651e-04	8.241651e-04
3.995439033429196e-05	8.241651e-04	8.241651e-04
4.015439033429196e-05	8.241651e-04	8.241651e-04
4.035439033429197e-05	8.241651e-04	8.241651e-04
4.055439033429197e-05	8.241651e-04	8.241651e-04
4.075439033429198e-05	8.241651e-04	8.241651e-04
4.095439033429198e-05	8.241651e-04	8.241651e-04
4.115439033429199e-05	8.241651e-04	8.241651e-04
4.135439033429199e-05	8.241651e-04	8.241651e-04
4.155439033429200e-05	8.241651e-04	8.241651e-04
4.175439033429200e-05	8.241651e-04	8.241651e-04
4.195439033429201e-05	8.241651e-04	8.241651e-04
4.215439033429201e-05	8.241651e-04	8.241651e-04
4.235439033429202e-05	8.241651e-04	8.241651e-04
4.245439033429202e-05	8.241651e-04	8.241651e-04
4.255439033429202e-05	8.241651e-04	8.241651e-04
4.256689033429202e-05	8.241651e-04	8.241651e-04
4.259189033429202e-05	8.241651e-04	8.241651e-04
4.259814033429202e-05	8.241651e-04	8.241651e-04
4.261064033429202e-05	8.241651e-04	8.241651e-04
4.261366328294812e-05	8.241651e-04	8.241651e-04
4.261651658293943e-05	8.241651e-04	8.241651e-04
4.262065781210812e-05	8.241651e-04	8.241651e-04
4.262604377462440e-05	8.241724e-04	8.241651e-04
4.263681569965697e-05	8.243149e-04	8.241651e-04
4.265835954972211e-05	8.254061e-04	8.241651e-04
4.270144724985238e-05	1.176893e-03	8.241651e-04
4.278762265011292e-05	4.441837e-01	8.241651e-04
4.288762265011292e-05	2.287729e+01	8.241651e-04
4.296991927723931e-05	2.289939e+01	8.241651e-04
4.414954211414747e-05	2.289950e+01	8.241651e-04
4.532916495105563e-05	2.289959e+01	8.241651e-04
4.650878778796380e-05	2.289966e+01	8.241651e-04
4.768841062487196e-05	2.289970e+01	8.241651e-04
4.886803346178012e-05	2.289971e+01	8.241651e-04
5.004765629868829e-05	2.289969e+01	8.241651e-04
5.122727913559645e-05	2.289965e+01	8.241651e-04
5.125227913559645e-05	2.289965e+01	8.241651e-04
5.125852913559645e-05	2.289965e+01	8.241651e-04
5.125859913950270e-05	2.289965e+01	8.241651e-04
5.125873914731520e-05	2.289965e+01	8.241651e-04
5.125901916294019e-05	2.289965e+01	8.241651e-04
5.125957919419019e-05	2.289965e+01	8.241651e-04
5.125974939608819e-05	2.289965e+01	8.241651e-04
5.125982490237904e-05	2.289965e+01	8.241651e-04
5.125989713619857e-05	2.289965e+01	8.241651e-04
5.125996656865043e-05	2.289965e+01	8.241651e-04
5.126009059848320e-05	2.289965e+01	8.241651e-04
5.126029674316623e-05	2.289965e+01	8.241651e-04
5.126070903253229e-05	2.289965e+01	8.241651e-04
5.126153361126440e-05	2.289965e+01	8.241651e-04
5.126318276872864e-05	2.289965e+01	8.241651e-04
5.126648108365711e-05	2.289965e+01	8.241651e-04
5.127307771351405e-05	2.289965e+01	8.241651e-04
5.127733784543001e-05	2.289964e+01	8.241651e-04
5.128000688181968e-05	2.289964e+01	8.241651e-04
5.128146853303967e-05	2.289963e+01	8.241651e-04
5.128237827731775e-05	2.289963e+01	8.241651e-04
5.128289711991316e-05	2.289963e+01	8.241651e-04
5.128335149479660e-05	2.289963e+01	8.241651e-04
5.128381115063010e-05	2.289963e+01	8.241651e-04
5.128433967205827e-05	2.289962e+01	8.241651e-04
5.128507760323089e-05	2.289962e+01	8.241651e-04
5.128620413645344e-05	2.289962e+01	8.241651e-04
5.128810725255031e-05	2.289961e+01	8.241651e-04
5.129165603731411e-05	2.289959e+01	8.241651e-04
5.129875360684173e-05	2.289954e+01	8.241651e-04
5.131294874589696e-05	2.289935e+01	8.241651e-04
5.134133902400740e-05	2.289774e+01	8.241651e-04
5.139811958022830e-05	2.258840e+01	8.241651e-04
5.149811958022830e-05	2.015599e-02	8.241651e-04
5.159811958022830e-05	8.297288e-04	8.241651e-04
5.169957550048767e-05	8.241651e-04	8.241651e-04
5.170795691080886e-05	8.241651e-04	8.241651e-04
5.174544865582687e-05	8.241651e-04	8.241651e-04
5.194401727356436e-05	8.241651e-04	8.241651e-04
5.214401727356436e-05	8.241651e-04	8.241651e-04
5.234401727356437e-05	8.241651e-04	8.241651e-04
5.254401727356437e-05	8.241651e-04	8.241651e-04
5.274401727356438e-05	8.241651e-04	8.241651e-04
5.294401727356438e-05	8.241651e-04	8.241651e-04
5.314401727356439e-05	8.241651e-04	8.241651e-04
5.334401727356439e-05	8.241651e-04	8.241651e-04
5.354401727356440e-05	8.241651e-04	8.241651e-04
5.374401727356440e-05	8.241651e-04	8.241651e-04
5.394401727356441e-05	8.241651e-04	8.241651e-04
5.414401727356441e-05	8.241651e-04	8.241651e-04
5.434401727356441e-05	8.241651e-04	8.241651e-04
5.454401727356442e-05	8.241651e-04	8.241651e-04
5.474401727356442e-05	8.241651e-04	8.241651e-04
5.494401727356443e-05	8.241651e-04	8.241651e-04
5.504401727356443e-05	8.241651e-04	8.241651e-04
5.514401727356443e-05	8.241651e-04	8.241651e-04
5.515651727356443e-05	8.241651e-04	8.241651e-04
5.518151727356444e-05	8.241651e-04	8.241651e-04
5.518776727356443e-05	8.241651e-04	8.241651e-04
5.520026727356443e-05	8.241651e-04	8.241651e-04
5.520329022222053e-05	8.241651e-04	8.241651e-04
5.520614352221184e-05	8.241651e-04	8.241651e-04
5.521028475138053e-05	8.241651e-04	8.241651e-04
5.521567071389682e-05	8.241651e-04	8.241724e-04
5.522644263892939e-05	8.241651e-04	8.243149e-04
5.524798648899452e-05	8.241651e-04	8.254061e-04
5.529107418912479e-05	8.241651e-04	1.176893e-03
5.537724958938533e-05	8.241651e-04	4.441837e-01
5.547724958938534e-05	8.241651e-04	2.287729e+01
5.555954621651172e-05	8.241651e-04	2.289939e+01
5.673916905341988e-05	8.241651e-04	2.289950e+01
5.791879189032804e-05	8.241651e-04	2.289959e+01
5.909841472723620e-05	8.241651e-04	2.289966e+01
6.027803756414436e-05	8.241651e-04	2.289970e+01
6.145766040105253e-05	8.241651e-04	2.289971e+01
6.263728323796069e-05	8.241651e-04	2.289969e+01
6.381690607486885e-05	8.241651e-04	2.289965e+01
6.384190607486885e-05	8.241651e-04	2.289965e+01
6.384815607486885e-05	8.241651e-04	2.289965e+01
6.384822607877510e-05	8.241651e-04	2.289965e+01
6.384836608658760e-05	8.241651e-04	2.289965e+01
6.384864610221260e-05	8.241651e-04	2.289965e+01
6.384920613346260e-05	8.241651e-04	2.289965e+01
6.384937633536058e-05	8.241651e-04	2.289965e+01
6.384945184165143e-05	8.241651e-04	2.289965e+01
6.384952407547096e-05	8.241651e-04	2.289965e+01
6.384959350792283e-05	8.241651e-04	2.289965e+01
6.384971753775559e-05	8.241651e-04	2.289965e+01
6.384992368243862e-05	8.241651e-04	2.289965e+01
6.385033597180468e-05	8.241651e-04	2.289965e+01
6.385116055053680e-05	8.241651e-04	2.289965e+01
6.385280970800103e-05	8.241651e-04	2.289965e+01
6.385610802292950e-05	8.241651e-04	2.289965e+01
6.386270465278644e-05	8.241651e-04	2.289965e+01
6.386696478470241e-05	8.241651e-04	2.289964e+01
6.386963382109208e-05	8.241651e-04	2.289964e+01
6.387109547231208e-05	8.241651e-04	2.289963e+01
6.387200521659015e-05	8.241651e-04	2.289963e+01
6.387252405918556e-05	8.241651e-04	2.289963e+01
6.387297843406901e-05	8.241651e-04	2.289963e+01
6.387343808990251e-05	8.241651e-04	2.289963e+01
6.387396661133067e-05	8.241651e-04	2.289962e+01
6.387470454250328e-05	8.241651e-04	2.289962e+01
6.387583107572584e-05	8.241651e-04	2.289962e+01
6.387773419182271e-05	8.241651e-04	2.289961e+01
6.388128297658651e-05	8.241651e-04	2.289959e+01
6.388838054611412e-05	8.241651e-04	2.289954e+01
6.390257568516935e-05	8.241651e-04	2.289935e+01
6.393096596327980e-05	8.241651e-04	2.289774e+01
6.398774651950070e-05	8.241651e-04	2.258840e+01
6.408774651950070e-05	8.241651e-04	2.015599e-02
6.418774651950070e-05	8.241651e-04	8.297288e-04
6.428920243976009e-05	8.241651e-04	8.241651e-04
6.429758385008128e-05	8.241651e-04	8.241651e-04
6.433507559509929e-05	8.241651e-04	8.241651e-04
6.453364421283678e-05	8.241651e-04	8.241651e-04
6.473364421283678e-05	8.241651e-04	8.241651e-04
6.493364421283679e-05	8.241651e-04	8.241651e-04
6.513364421283679e-05	8.241651e-04	8.241651e-04
6.533364421283680e-05	8.241651e-04	8.241651e-04
6.553364421283680e-05	8.241651e-04	8.241651e-04
6.573364421283681e-05	8.241651e-04	8.241651e-04
6.593364421283681e-05	8.241651e-04	8.241651e-04
6.613364421283681e-05	8.241651e-04	8.241651e-04
6.633364421283682e-05	8.241651e-04	8.241651e-04
6.643364421283682e-05	8.241651e-04	8.241651e-04
6.663364421283683e-05	8.241651e-04	8.241651e-04
6.683364421283683e-05	8.241651e-04	8.241651e-04
6.703364421283684e-05	8.241651e-04	8.241651e-04
6.723364421283684e-05	8.241651e-04	8.241651e-04
6.743364421283685e-05	8.241651e-04	8.241651e-04
6.763364421283685e-05	8.241651e-04	8.241651e-04
6.773364421283685e-05	8.241651e-04	8.241651e-04
6.774614421283685e-05	8.241651e-04	8.241651e-04
6.777114421283685e-05	8.241651e-04	8.241651e-04
6.777739421283685e-05	8.241651e-04	8.241651e-04
6.778989421283684e-05	8.241651e-04	8.241651e-04
6.779291716149294e-05	8.241651e-04	8.241651e-04
6.779577046148425e-05	8.241651e-04	8.241651e-04
6.779991169065295e-05	8.241651e-04	8.241651e-04
6.780529765316923e-05	8.241724e-04	8.241651e-04
6.781606957820180e-05	8.243149e-04	8.241651e-04
6.783761342826694e-05	8.254061e-04	8.241651e-04
6.788070112839721e-05	1.176893e-03	8.241651e-04
6.796687652865775e-05	4.441837e-01	8.241651e-04
6.806687652865776e-05	2.287729e+01	8.241651e-04
6.814917315578413e-05	2.289939e+01	8.241651e-04
6.932879599269229e-05	2.289950e+01	8.241651e-04
7.050841882960046e-05	2.289959e+01	8.241651e-04
7.168804166650862e-05	2.289966e+01	8.241651e-04
7.286766450341677e-05	2.289970e+01	8.241651e-04
7.404728734032495e-05	2.289971e+01	8.241651e-04
7.522691017723310e-05	2.289969e+01	8.241651e-04
7.640653301414126e-05	2.289965e+01	8.241651e-04
7.643153301414126e-05	2.289965e+01	8.241651e-04
7.643778301414126e-05	2.289965e+01	8.241651e-04
7.643785301804751e-05	2.289965e+01	8.241651e-04
7.643799302586001e-05	2.289965e+01	8.241651e-04
7.643827304148501e-05	2.289965e+01	8.241651e-04
7.643883307273501e-05	2.289965e+01	8.241651e-04
7.643900327463300e-05	2.289965e+01	8.241651e-04
7.643907878092385e-05	2.289965e+01	8.241651e-04
7.643915101474337e-05	2.289965e+01	8.241651e-04
7.643922044719524e-05	2.289965e+01	8.241651e-04
7.643934447702800e-05	2.289965e+01	8.241651e-04
7.643955062171103e-05	2.289965e+01	8.241651e-04
7.643996291107709e-05	2.289965e+01	8.241651e-04
7.644078748980921e-05	2.289965e+01	8.241651e-04
7.644243664727344e-05	2.289965e+01	8.241651e-04
7.644573496220192e-05	2.289965e+01	8.241651e-04
7.645233159205886e-05	2.289965e+01	8.241651e-04
7.645659172397482e-05	2.289964e+01	8.241651e-04
7.645926076036449e-05	2.289964e+01	8.241651e-04
7.646072241158449e-05	2.289963e+01	8.241651e-04
7.646163215586257e-05	2.289963e+01	8.241651e-04
7.646215099845797e-05	2.289963e+01	8.241651e-04
7.646260537334142e-05	2.289963e+01	8.241651e-04
7.646306502917492e-05	2.289963e+01	8.241651e-04
7.646359355060308e-05	2.289962e+01	8.241651e-04
7.646433148177570e-05	2.289962e+01	8.241651e-04
7.646545801499825e-05	2.289962e+01	8.241651e-04
7.646736113109512e-05	2.289961e+01	8.241651e-04
